"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"421693","occ","","","41005","Homotherium","genus","41056","Early Pleistocene","","2.588","0.781","11051"
"421702","occ","","","41006","Homotherium","genus","41056","Early Pleistocene","","2.588","0.781","11051"
"421710","occ","","","41007","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","11051"
"421711","occ","","","41007","Homotherium","genus","41056","Early Pleistocene","","2.588","0.781","11051"
"422066","occ","","","41026","Megantereon","genus","41060","Villanyian","","3.2","2.588","11054"
"422102","occ","12284","","41027","Pliocrocuta perrieri","species","72184","Villanyian","","3.2","2.588","9580"
"423936","occ","","","11798","Viverra","genus","41018","Turolian","","8.7","5.333","11437"
"423937","occ","","","11798","Ictitherium","genus","41026","Turolian","","8.7","5.333","11437"
"423938","occ","","","11798","Felis","genus","41055","Turolian","","8.7","5.333","11437"
"427884","occ","","","41735","Machairodus","genus","41059","Vallesian","","11.608","8.7","11166"
"428380","occ","","","41810","Felinae","subfamily","57432","Astaracian","","15.97","11.608","11331"
"432356","occ","11173","","42241","Pliocrocuta perrieri","species","72184","Early Pleistocene","","2.588","0.781","9147"
"432372","occ","","","28781","Tungurictis","genus","41016","Middle Miocene","Late Miocene","15.97","5.333","11208"
"432374","occ","","","28781","Metailurus","genus","41062","Middle Miocene","Late Miocene","15.97","5.333","11208"
"432375","occ","","","28781","Machairodus","genus","41059","Middle Miocene","Late Miocene","15.97","5.333","11208"
"432468","occ","11151","","42254","Herpestidae","family","199984","Vallesian","","11.608","8.7","11208"
"432469","occ","11152","","42254","Miomachairodus","genus","41063","Vallesian","","11.608","8.7","11208"
"432639","occ","","","42273","Chasmaporthetes","genus","41023","Ruscinian","","5.333","3.2","11208"
"434740","occ","","","42477","Metailurus","genus","41062","Ruscinian","","5.333","3.2","11208"
"435336","occ","","","42559","Ictitherium","genus","41026","Pliocene","","5.333","2.588","11336"
"435337","occ","","","42559","Machairodus","genus","41059","Pliocene","","5.333","2.588","11336"
"435358","occ","","","42561","Hyaenidae","family","41020","Pliocene","","5.333","2.588","11338"
"435568","occ","","","42595","Pseudaelurus quadridentatus","species","53604","Langhian","Serravallian","15.97","11.62","11342"
"435577","occ","","","42596","Pseudaelurus lorteti","species","96582","Langhian","Serravallian","15.97","11.62","11342"
"435587","occ","","","33396","Felis","genus","41055","MN 15","","4.2","3.2","11342"
"436694","occ","","","42675","Ictitherium","genus","41026","Turolian","","8.7","5.333","11351"
"436695","occ","","","42675","Adcrocuta","genus","41021","Turolian","","8.7","5.333","11351"
"436697","occ","","","42675","Machairodus","genus","41059","Turolian","","8.7","5.333","11351"
"436714","occ","","","42676","Ictitherium","genus","41026","Turolian","","8.7","5.333","11351"
"436715","occ","","","42676","Adcrocuta","genus","41021","Turolian","","8.7","5.333","11351"
"436716","occ","","","42676","Metailurus","genus","41062","Turolian","","8.7","5.333","11351"
"436717","occ","","","42676","Machairodus","genus","41059","Turolian","","8.7","5.333","11351"
"439014","occ","","","42866","Hyaena hyaena","species","104154","Middle Pleistocene","","0.781","0.126","11378"
"439015","occ","","","42866","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","11378"
"439016","occ","","","42866","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","11378"
"439047","occ","","","42241","Felis","genus","41055","Early Pleistocene","","2.588","0.781","11379"
"439050","occ","","","42241","Megantereon megantereon","species","92245","Early Pleistocene","","2.588","0.781","11379"
"439175","occ","","","42867","Panthera gombaszoegensis","species","56002","Early Pleistocene","","2.588","0.781","11380"
"439996","occ","","","43007","Ictitherium","genus","41026","Turolian","","8.7","5.333","11395"
"439997","occ","","","43007","Hyaenictis","genus","41025","Turolian","","8.7","5.333","11395"
"440021","occ","","","43008","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","11397"
"440022","occ","","","43008","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","11397"
"440023","occ","","","43008","Caracal caracal","species","224076","Middle Pleistocene","","0.781","0.126","11397"
"440024","occ","","","43008","Felis","genus","41055","Middle Pleistocene","","0.781","0.126","11397"
"440025","occ","","","43008","Crocuta crocuta","species","232133","Middle Pleistocene","","0.781","0.126","11397"
"440123","occ","","","43016","Panthera tigris","species","104157","Middle Pleistocene","","0.781","0.126","11400"
"440124","occ","11234","","43016","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","11400"
"440155","occ","","","43016","Crocuta crocuta","species","232133","Middle Pleistocene","","0.781","0.126","11400"
"442006","occ","","","11798","Paradoxurinae","subfamily","232051","Turolian","","8.7","5.333","11437"
"442007","occ","","","11798","Viverridae","family","40997","Turolian","","8.7","5.333","11437"
"442266","occ","","","43398","Felidae","family","41045","Astaracian","","15.97","11.608","11442"
"442342","occ","11294","","43400","Semigenetta","genus","41013","Burdigalian","","20.44","15.97","11208"
"442343","occ","","","43400","Felidae","family","41045","Burdigalian","","20.44","15.97","11443"
"442545","occ","","","43617","Panthera gombaszoegensis","species","56002","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457"
"442546","occ","","","43617","Homotherium","genus","41056","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457"
"442553","occ","","","43618","Panthera leo","species","46521","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457"
"442554","occ","","","43618","Homotherium","genus","41056","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11457"
"442570","occ","","","43619","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","11457"
"442571","occ","","","43619","Panthera","genus","41066","Late Pleistocene","","0.126","0.0117","11457"
"442572","occ","","","43619","Lynx","genus","41058","Late Pleistocene","","0.126","0.0117","11457"
"442632","occ","","","43629","Panthera leo","species","46521","Late Pleistocene","","0.126","0.0117","11457"
"442633","occ","","","43629","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","11457"
"442662","occ","","","43630","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","11457"
"442678","occ","","","43631","Panthera leo","species","46521","Late Pleistocene","","0.126","0.0117","11457"
"442679","occ","","","43631","Panthera pardus","species","104158","Late Pleistocene","","0.126","0.0117","11457"
"442680","occ","","","43631","Crocuta crocuta","species","232133","Late Pleistocene","","0.126","0.0117","11457"
"443154","occ","11427","","43649","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","11465"
"443155","occ","","","43649","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","11465"
"443181","occ","11431","","43650","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","11465"
"443191","occ","","","43651","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","11465"
"443192","occ","11434","","43651","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","11465"
"443197","occ","11435","","43652","Machairodus","genus","41059","Early Pleistocene","Middle Pleistocene","2.588","0.126","11465"
"443246","occ","","","43653","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","11465"
"443256","occ","11444","","43654","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","11465"
"443326","occ","","","43656","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","11465"
"443327","occ","","","43656","Panthera pardus","species","104158","Pleistocene","","2.588","0.0117","11465"
"443328","occ","","","43656","Panthera","genus","41066","Pleistocene","","2.588","0.0117","11465"
"443370","occ","","","43658","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","11465"
"443371","occ","11461","","43658","Homotherium","genus","41056","Pleistocene","","2.588","0.0117","11465"
"443404","occ","11465","","43664","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","11465"
"443405","occ","11466","","43664","Panthera pardus","species","104158","Middle Pleistocene","","0.781","0.126","11465"
"443586","occ","","","43689","Felis","genus","41055","Late Pleistocene","","0.126","0.0117","11465"
"443689","occ","11505","","43699","Crocuta crocuta","species","232133","Middle Pleistocene","","0.781","0.126","11465"
"443690","occ","11506","","43699","Panthera leo","species","46521","Middle Pleistocene","","0.781","0.126","11465"
"443721","occ","","","43701","Crocuta crocuta","species","232133","Middle Pleistocene","","0.781","0.126","11465"
"443737","occ","11511","","43702","Panthera leo","species","46521","Middle Pleistocene","Late Pleistocene","0.781","0.0117","11465"
"447694","occ","","","44091","Panthera leo","species","46521","Pleistocene","","2.588","0.0117","11575"
"447695","occ","","","44091","Crocuta crocuta","species","232133","Pleistocene","","2.588","0.0117","11575"
"447703","occ","","","31583","Anictis simplicidens","species","97820","Early Oligocene","","33.9","28.4","11574"
"447705","occ","","","31583","Eusmilus","genus","41040","Early Oligocene","","33.9","28.4","11574"
"448604","occ","","","44145","Lynx","genus","41058","Early Pleistocene","","2.588","0.781","11584"
"448617","occ","","","44146","Pachycrocuta","genus","41030","Early Pleistocene","","2.588","0.781","11585"
"448618","occ","12565","","44146","Lynx","genus","41058","Early Pleistocene","","2.588","0.781","13155"
"448619","occ","","","44146","Acinonyx","genus","41046","Early Pleistocene","","2.588","0.781","11585"
"448620","occ","","","44146","Homotherium","genus","41056","Early Pleistocene","","2.588","0.781","11585"
"450384","occ","12285","","44231","Pliocrocuta perrieri","species","72184","Pliocene","Pleistocene","5.333","0.0117","9580"
"450385","occ","12277","","44231","Chasmaporthetes","genus","41023","Pliocene","Pleistocene","5.333","0.0117","7584"
"450386","occ","12260","","44231","Acinonyx","genus","41046","Pliocene","Pleistocene","5.333","0.0117","12548"
"450387","occ","","","44231","Homotherium","genus","41056","Pliocene","Pleistocene","5.333","0.0117","12548"
"450388","occ","","","44231","Megantereon megantereon","species","92245","Pliocene","Pleistocene","5.333","0.0117","12548"
"451980","occ","","","44219","Ictitherium","genus","41026","Turolian","","8.7","5.333","11437"
"451989","occ","","","44220","Viverrinae","subfamily","72213","Turolian","","8.7","5.333","11437"
"451990","occ","","","44220","Ictitherium","genus","41026","Turolian","","8.7","5.333","11437"
"451991","occ","","","44220","Epimachairodus","genus","41054","Turolian","","8.7","5.333","11437"
"451992","occ","","","44220","Pseudaelurus","genus","41072","Turolian","","8.7","5.333","11437"
"451999","occ","","","44221","Viverra","genus","41018","Turolian","","8.7","5.333","11437"
"452000","occ","","","44221","Paradoxurinae","subfamily","232051","Turolian","","8.7","5.333","11437"
"452001","occ","","","44221","Viverridae","family","40997","Turolian","","8.7","5.333","11437"
"452002","occ","","","44221","Ictitherium","genus","41026","Turolian","","8.7","5.333","11437"
"452003","occ","","","44221","Ictitherium","genus","41026","Turolian","","8.7","5.333","11437"
"452004","occ","","","44221","Epimachairodus","genus","41054","Turolian","","8.7","5.333","11437"
"452005","occ","","","44221","Pseudaelurus","genus","41072","Turolian","","8.7","5.333","11437"
"452010","occ","","","44222","Viverrinae","subfamily","72213","Turolian","","8.7","5.333","11437"
"452011","occ","","","44222","Ictitherium","genus","41026","Turolian","","8.7","5.333","11437"
"452012","occ","","","44222","Pseudaelurus","genus","41072","Turolian","","8.7","5.333","11437"
"452019","occ","","","44223","Viverra","genus","41018","Turolian","","8.7","5.333","11437"
"452020","occ","","","44223","Viverrinae","subfamily","72213","Turolian","","8.7","5.333","11437"
"452021","occ","","","44223","Viverridae","family","40997","Turolian","","8.7","5.333","11437"
"452022","occ","","","44223","Ictitherium","genus","41026","Turolian","","8.7","5.333","11437"
"452023","occ","","","44223","Pseudaelurus","genus","41072","Turolian","","8.7","5.333","11437"
"452024","occ","","","44223","Felis","genus","41055","Turolian","","8.7","5.333","11437"
"452031","occ","","","44224","Paradoxurinae","subfamily","232051","Turolian","","8.7","5.333","11437"
"452032","occ","","","44224","Viverridae","family","40997","Turolian","","8.7","5.333","11437"
"452033","occ","","","44224","Ictitherium","genus","41026","Turolian","","8.7","5.333","11437"
"452034","occ","","","44224","Ictitherium","genus","41026","Turolian","","8.7","5.333","11437"
"452035","occ","","","44224","Epimachairodus","genus","41054","Turolian","","8.7","5.333","11437"
"452036","occ","","","44224","Pseudaelurus","genus","41072","Turolian","","8.7","5.333","11437"
"454442","occ","","","44866","Machairodus irtyschensis","species","58779","Pliocene","","5.333","2.588","10877"
"456985","occ","","","45043","Felidae","family","41045","Tortonian","","11.62","7.246","11721"
"457430","occ","","","43020","Panthera","genus","41066","Early Pleistocene","","2.588","0.781","11725"
"457431","occ","","","43020","Panthera pardus","species","104158","Early Pleistocene","","2.588","0.781","11725"
